title,brand,categories,description,tags,image-link,site-link
Pumice Stone – Wood Handle,Croll & Denecke,"['Bathroom', 'Nail Brushes']",,"['Vegan', 'Palm Oil Free', 'Natural', 'Plastic Free']",https://www.peacewiththewild.co.uk/wp-content/uploads/2024/08/croll-pumice-stone-600x594.jpg,https://www.peacewiththewild.co.uk/product/pumice-stone-wood-handle/
Ziggy’s Frightening Flight – Sustainable Children’s Book,Wild Tribe Heroes,"['Mama & Baby', 'Toys & Books', ""Children's Books""]","Ziggy’s Frightening Flight is a story following Ziggy the bee and her struggle to find a new home. The Wild Tribe Heroes books are a collection of gentle and engaging true stories about animals that find themselves in trouble when their lives are affected by plastic in the oceans, palm oil deforestation or climate change. Follow each one of Wild Tribes Heroes to see what happens, how they are saved and what you can do to help them! Children and adults alike will love these books and feel inspired to make positive changes to their own lives and their communities.","['Plastic Free', 'Vegan', 'Made In UK']",https://www.peacewiththewild.co.uk/wp-content/uploads/2022/02/ziggys-frightening-flight-book-600x600.jpg,https://www.peacewiththewild.co.uk/product/ziggys-frightening-flight-sustainable-childrens-book/
Ecoegg x Spongebob Laundry Egg – Bio,Ecoegg,"['For The Home', 'All Laundry', 'Laundry & Dryer Eggs']","The Ecoegg Laundry Egg is an innovative laundry washing system that cleans clothes effectively, using two types of natural mineral pellets encased in a recyclable egg. The Universal Laundry Egg in the Spongebob collection also contains oxygen bleach and enzymes for a superior clean. The enzymes actively break down dirt whilst oxygen bleach effectively lifts stains and leaves your clothes bright & fresh. The Ecoegg Laundry Egg completely replaces laundry detergent and fabric conditioner, giving you a kinder laundry solution. This Egg is universal & suitable for colours, whites & normal skin.",['Vegan'],https://www.peacewiththewild.co.uk/wp-content/uploads/2024/01/eco-egg-tropical-burst-laundry-egg-bio-600x594.jpg,https://www.peacewiththewild.co.uk/product/ecoegg-x-spongebob-laundry-egg-universal/
Sea Salt Spray – 250ml,Moo Hair,"['Haircare', 'Hair Styling']",Moo Hair Sea Salt Spray recreates that textured tousled beach look after a dip in the sea.  This natural product adds volume and texture the gentle way for all hair types.,"['Vegan', 'Natural', 'Plastic Free', 'Handmade', 'Made In UK']",https://www.peacewiththewild.co.uk/wp-content/uploads/2023/08/MOOYOO-Sea-Salt-Spray-600x600.jpg,https://www.peacewiththewild.co.uk/product/sea-salt-spray-250ml/
Light Purple Safety Razor Kit,Shoreline Shaving,['New Arrivals'],"An eco-friendly alternative to disposable plastic razors. This stunning Light Purple razor is made from stainless steel that fits all double edged blades, this is the perfect way to shave plastic free.","['Vegan', 'Palm Oil Free', 'Natural', 'Plastic Free', 'Recyclable', 'Biodegradable', 'Handmade', 'Made In UK', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2024/01/Shoreline-Shaving-Light-Purple-Kit-600x600.jpg,https://www.peacewiththewild.co.uk/product/light-purple-safety-razor-kit/
Corn Starch Dental Floss – 50m,Bambaw,"['Bathroom', 'Dental Floss']","Mint flavour, vegan dental floss with dispenser by Bambaw. A plant based PLA floss made from a bio-plastic, meaning it is biodegradable and derived from corn starch, making it suitable for vegans while being planet friendly too.","['Vegan', 'Biodegradable', 'Recyclable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2023/08/bio-based-floss-600x594.jpg,https://www.peacewiththewild.co.uk/product/bambaw-corn-starch-dental-floss-50m/
Cocktail Mix – Moscow Mule (Organic),,"['Kitchen', 'Drinkware']","In the Organic Moscow Mule cocktail mix you get all the ingredients you need to make this popular cocktail. Add the contents to 70cl of vodka, give it a shake and leave to infuse for 24-48 hours. Once the vodka is infused, strain a 35ml over ice ideally in a copper mug, add lemonade or ginger beer and enjoy with a slice of lime. Makes 20 Moscow Mule cocktails. Moscow mules are refreshing on hot summer days but they’re also suited to cold nights thanks to the strong ginger flavor. The perfect balance between spicy, sweet and strong.","['Vegan', 'Palm Oil Free', 'Natural', 'Plastic Free', 'Recyclable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2022/11/uberstar-cocktail-mix-moscow-mule-01-600x600.jpg,https://www.peacewiththewild.co.uk/product/cocktail-mix-moscow-mule-organic/
Bamboo Wellness Bath Mat – 80 x 50cm,Croll & Denecke,"['Bathroom', 'Bath Mats']","Enhance your bathroom with the luxurious and eco-friendly Bamboo Wellness Bath Mat. More than just a mat, it’s a stylish and sustainable upgrade for your space. Made from 100% natural bamboo, this mat is not only durable and water-resistant but also adds a touch of spa-like elegance to your daily routine. Its slatted design allows for quick drying, preventing mould and mildew while providing a sturdy, non-slip surface for your safety. Perfect for those who value both functionality and aesthetics, this bamboo bath mat transforms any bathroom into a serene wellness retreat. Treat yourself to the ultimate in comfort and sustainability—elevate your bath experience with our Bamboo Wellness Bath Mat today.","['Vegan', 'Palm Oil Free', 'Natural', 'Plastic Free', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2024/08/croll-bath-mat-600x594.jpg,https://www.peacewiththewild.co.uk/product/bamboo-wellness-bath-mat-80-x-50cm/
Hop Hare Bamboo Socks – Tree of Life,Hop Hare,"['For The Home', 'Clothing Accessories']","Elevate your sock game with the Hop Hare Bamboo Socks – Tree of Life edition! These aren’t just socks—they’re a luxurious experience for your feet and a step toward sustainability. Made from ultra-soft, breathable bamboo fiber, they offer exceptional comfort while being naturally antibacterial and moisture-wicking, keeping your feet fresh all day long. The Tree of Life design brings a touch of nature-inspired elegance, making them perfect for both work and relaxation.","['Vegan', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2024/11/tree-of-life-600x594.jpg,https://www.peacewiththewild.co.uk/product/hop-hare-bamboo-socks-tree-of-life/
Jumbo Compostable Sponge Cleaning Cloths – Yellow – 4 Pack,Eco Living,"['Kitchen', 'Dish Sponges']","Clean the sustainable and plastic-free way with Eco Living vibrant yellow jumbo compostable sponge cleaning cloths that are made from natural renewable resources. Natural and free from microplastics they are the perfect alternative to plastic sponges and cloths! Easy to use, super absorbent, durable and reusable, they are great for cleaning kitchens, bathrooms and all around the house. What makes them different to conventional cloths is that they are vegan, 100% biodegradable and when it is time to replace your Eco Living cleaning cloths simply compost at home.","['Natural', 'Plastic Free', 'Biodegradable', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2021/10/eco-living-jumbo-yellow-1-1-600x600.jpg,https://www.peacewiththewild.co.uk/product/jumbo-compostable-sponge-cleaning-cloths-yellow-4-pack/
Natural Deodorant Tin – Peppermint & Spearmint (Strong Protection),Earth Conscious,"['Skincare', 'Deodorants', 'Deodorant Tins']","Natural vegan strong protection mint deodorant by Earth Conscious. Blended with certified organic shea butter and coconut oil blended with sunflower wax, jojoba oil and bicarbonate of soda with added peppermint and spearmint essential oils for their strong antibacterial properties.","['Vegan', 'Natural', 'Recyclable', 'Plastic Free', 'Handmade', 'Made In UK']",https://www.peacewiththewild.co.uk/wp-content/uploads/2024/02/Earth-Conscious-Peppermint-Spearmint-Strong-Protection-Tin-Updated-600x600.jpg,https://www.peacewiththewild.co.uk/product/natural-deodorant-tin-peppermint-spearmint-strong-protection-earth-conscious/
Natural Deodorant Stick – Lavender & Geranium,'Ku.tis,"['Skincare', 'Deodorants', 'Deodorant Sticks']","Handmade in Wales and made from 100% natural ingredients, this vegan deodorant is especially designed to give lasting freshness without synthetic additives. The combination of the flowery Lavender scent and the soft potent warm green scent of Geranium is the perfect choice for those wanting a deodorant rich in scent.","['Natural', 'Vegan', 'Biodegradable', 'Plastic Free', 'Handmade', 'Made In UK']",https://www.peacewiththewild.co.uk/wp-content/uploads/2019/08/Lavender-Geranium-Deo-600x594.jpg,https://www.peacewiththewild.co.uk/product/natural-deodorant-stick-lavender-geranium-kutis/
Vegan Organic Raw Chocolate Mylk & Salted Caramel – 35g,Raw Halo,"['Food & Drink', 'Chocolate']","Raw Halo organic mylk chocolate and salted caramel. A sweet and creamy mylk chocolate with vegan caramel flavour and pink Himalayan salt, perfect for a delicious, yet, guilt-free treat.","['Vegan', 'Plastic Free', 'Palm Oil Free', 'Natural']",https://www.peacewiththewild.co.uk/wp-content/uploads/2019/10/raw-halo-organic-raw-mylk-caramel-600x600.jpg,https://www.peacewiththewild.co.uk/product/raw-halo-vegan-organic-raw-chocolate-mylk-salted-caramel/
Dark Speckled Lentils,Peace With The Wild - Refill,"['Food & Drink', 'Legumes', 'Beans']","Healthy and delicious, dark speckled lentils are a great ingredient to have in your zero waste pantry. Ideal for a vegan diet, dark speckled lentils are a great source of nutrients and iron.  Dark speckled lentils are incredibly versatile and can be used for stews, curries and even soups. All our refill dried food is packaged in recyclable paper bags for sustainable living!","['Vegan', 'Palm Oil Free', 'Natural', 'Plastic Free', 'Recyclable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2021/08/refill-food-dark-lensils-600x600.jpg,https://www.peacewiththewild.co.uk/product/dark-speckled-lentils/
Dog Feeding Mat In Hunter Green,Hevea,"['For The Home', 'Pets Supplies', 'Dog Treats']","Not only are HEVEA products better for the planet, they are also safer for your pup! Our non-slip textured surface ensures your dog’s bowls stay in place, and our raised rim protects your floors, ensuring spills stay within the mat. Plus, suction cups under the mat ensure it stays in place.","['Vegan', 'Palm Oil Free', 'Natural', 'Plastic Free', 'Recyclable', 'Biodegradable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2024/05/hevea-feeding-green-600x594.jpg,https://www.peacewiththewild.co.uk/product/dog-feeding-mat-in-hunter-green/
A5 Recycled Leather Notebook – Make a Mark – Pink,VENT For Change,"['For The Home', 'Stationery', 'Notepads']","Elevate your note-taking experience with the A5 Recycled Leather Notebook in perfect pink. Crafted from sustainable, recycled leather, this notebook isn’t just a stylish accessory—it’s a statement. Perfect for professionals, creatives, or anyone looking to “Make a Mark,” this notebook offers premium quality with a planet-friendly touch. The vibrant red cover adds a bold pop of colour to your desk, while its smooth pages invite creativity and organization. Whether you’re journaling, sketching, or planning, this notebook is designed to inspire. Make your mark today—where style meets sustainability!","['Vegan', 'Palm Oil Free', 'Natural', 'Recyclable', 'Biodegradable', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2024/09/vent-notebook-pink-600x594.jpg,https://www.peacewiththewild.co.uk/product/a5-recycled-leather-notebook-make-a-mark-pink/
Organic Citrus Splash Scrub Butter – 270g,Organic Essence,"['Skincare', 'Body Scrubs']","Organic Essence pure organic scrub butter is a powerful skin exfoliator that hydrates and nourishes the skin naturally. Skin will look and feel healthy, soft and smooth! Natural and made with sustainable solar evaporated sea salt. Blended with fresh citrus oils for a refreshing and uplifting scent.   When you purchase Organic Essence creams in extreme weather fluctuations, please keep in mind that consistency issues can be more prevalent.  These creams are made of butters and oils and will melt in high temperatures. We will not refund this product for separation, or a change in consistency.","['Vegan', 'Organic', 'Natural', 'Plastic Free', 'Biodegradable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2023/09/Organic-Essence-Citrus-Splash-Body-Scrub-600x600.jpg,https://www.peacewiththewild.co.uk/product/organic-essence-organic-citrus-splash-invigorating-scrub-butter-270g/
Vegan Makeup Pencil – Light Brown 554,ZAO,"['Makeup', 'Eyes', 'Makeup Pencils']","Define your eyes, redesign eyebrows and sublimate the lips with this beautiful, natural and vegan Zao makeup pencil. Create striking looks that emphasise your stunning, natural features! With nourishing, natural and organic ingredients that are kind to the skin and suitable for even the most sensitive of skin types.","['Vegan', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2021/02/ZAo-makeup-pencil-554-600x594.jpg,https://www.peacewiththewild.co.uk/product/zao-vegan-makeup-pencil-light-brown-554/
Vegan Nail Brush,Croll & Denecke,"['Bathroom', 'Nail Brushes']","Enhance your nail care routine with our eco-friendly nail brush, crafted from sustainable bamboo and coconut bristles. This natural alternative not only cleans your nails effectively but also feels gentle on your skin. The ergonomic bamboo offers a comfortable grip, while the durable coconut bristles provide a thorough clean, removing dirt and debris without damaging your nails. Make a small change with a big impact—upgrade to our bamboo nail brush and enjoy a more natural, sustainable approach to self-care. Perfect for both daily use and gifting to loved ones who appreciate quality and sustainability.","['Vegan', 'Palm Oil Free', 'Plastic Free', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2024/08/croll-nail-brush-600x594.jpg,https://www.peacewiththewild.co.uk/product/vegan-nail-brush/
Olive Oil & Lemon Mayonnaise – 250g,Hunter & Gather,"['Food & Drink', 'Condiments', 'Mayonnaise']","UK’s first & only 100% Olive Oil Mayonnaise! A creamy, lemon & black pepper mayonnaise that does not compromise on taste or texture. With the juice, zest & oil from Spanish lemons – this delicious mayonnaise packs a punch of lemony zest. It is the perfect addition to coleslaw, veggies, steak, salads or even in a cheesecake! You won’t believe something this good is actually healthy too!","['Palm Oil Free', 'Natural', 'Plastic Free', 'Recyclable', 'Handmade', 'Made In UK']",https://www.peacewiththewild.co.uk/wp-content/uploads/2023/09/Hunter-Gather-Olive-Lemon-Mayo-Main-600x600.jpg,https://www.peacewiththewild.co.uk/product/olive-oil-lemon-mayonnaise-250g/
Organic Coconut Sugar,Peace With The Wild - Refill,"['Food & Drink', 'Flour & Baking', 'Sugar']","Organic coconut sugar is perfect if you love the more tropical side of life ! Cook with coconut sugar to make vegan cakes, cookies and sauces. This coconut sugar is ethically and sustainably grown and sourced! It is also suitable for vegans & vegetarians. Organic coconut sugar comes in varying sizes and are available in 250g or 500g. All our refill food is packaged in recyclable paper bags for sustainable living!","['Organic', 'Vegan', 'Palm Oil Free', 'Natural', 'Plastic Free', 'Recyclable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2021/08/coconut-sugar-refill-600x600.jpg,https://www.peacewiththewild.co.uk/product/organic-coconut-sugar/
Stainless Steel Measuring Spoons – Set Of 4,Homerely,"['Kitchen', 'Kitchen Utensils']","Stainless Steel Measuring Spoon Set – the perfect addition to any kitchen! Crafted from food-grade stainless steel, this heavy-duty kit is rust-resistant and a healthier alternative to plastic options. The walnut handle ensures a non-slip grip for even the clumsiest of chefs. Meticulously crafted, each spoon features engraved measurements to reduce errors while cooking. With external mirror polishing and internal satin polishing, this set adds a luxurious touch to your kitchen. Ideal for measuring both liquid and dry ingredients, upgrade your kitchenware with these stylish and practical measuring cups.","['Vegan', 'Palm Oil Free', 'Plastic Free', 'Recyclable', 'Biodegradable', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2023/05/Measuring-Spoons-600x600.jpg,https://www.peacewiththewild.co.uk/product/stainless-steel-measuring-spoons-set-of-4/
Medium Rectangle Container with Silicone Lid – 25oz Clear,U-Konserve,"['Kitchen', 'Food Containers']","Medium Rectangle Container – 25oz with a clear silicone lid for fresher, eco-friendly food storage. Easily identify contents with its transparent design, while the tare weight on the bottom ensures hassle-free bulk shopping. Join the U-Konserve movement, pioneers of sustainability since 2008, and make a positive impact on the planet.","['Vegan', 'Palm Oil Free', 'Plastic Free', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2023/07/Ukonserve-Lrg-Rec-45-600x600.jpg,https://www.peacewiththewild.co.uk/product/medium-rectangle-container-with-silicone-lid-25oz-clear/
‘Make A Mark’ Recycled Pencils – Green Pack of 3,VENT For Change,"['For The Home', 'Stationery', 'Pens & Pencils']","These amazing recycled pencils are made out of recycled CD cases rather than wood. Perfect for doodling, scribbling and writing the sustainable way! Stylish ‘Make A Mark’ design in green, each recycled pencil is made in Worcestershire, UK by VENT For Change who support various children’s education projects worldwide to ensure every child has an education they deserve.","['Sustainable', 'Recyclable', 'Made In UK']",https://www.peacewiththewild.co.uk/wp-content/uploads/2022/11/vent-pencils-lime-green-3pk-01-600x600.jpg,https://www.peacewiththewild.co.uk/product/make-a-mark-recycled-pencils-green-pack-of-3/
Wheat Eye Pillow – Plain,Blästa Henriët,['For The Home'],A versatile wheat pack for all over body application. Use hot therapy to relax or soothe sore muscles. Use as a yoga eye pillow or as natural pain relief to soothe aches and pains. Use moist deep heat for dry eyes. Can be chilled to apply to puffy and tired eyes.,"['Vegan', 'Plastic Free', 'Made In UK']",https://www.peacewiththewild.co.uk/wp-content/uploads/2020/07/eye-pillow-plain-1-600x600.jpg,https://www.peacewiththewild.co.uk/product/wheat-eye-pillow-plain/
Natural Bamboo Reusable Drinking Straws – 6 Pack,Organically Epic,"['On-The-Go', 'Straws']","Organically Epic natural bamboo reusable drinking straws are an eco friendly essential, perfect for a reduced-waste lifestyle. Whether it’s a smoothie, a cocktail, G&T or plain old water, these bamboo straws will have the whole family sipping sustainably. Sustainable, functional & biodegradable.","['Vegan', 'Palm Oil Free', 'Biodegradable', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2024/02/Organically-Epic-Bamboo-Straws-Main-600x600.jpg,https://www.peacewiththewild.co.uk/product/natural-bamboo-reusable-drinking-straws-6-pack/
Nail Brush with Pumice,Croll & Denecke,"['Bathroom', 'Nail Brushes']","Transform your nail care routine with this versatile nail brush featuring a pumice side. This all-in-one tool combines the power of thorough cleaning with the benefits of gentle exfoliation, making it an essential addition to your personal care regimen. The brush side ensures your nails and cuticles are impeccably clean, while the pumice stone smooths rough patches and calluses, leaving your hands and feet feeling soft and revitalized. Ideal for both daily use and special pampering sessions, this nail brush not only enhances your grooming routine but also promotes healthier, more radiant nails and skin. Upgrade today and experience the ultimate in convenience and effectiveness, giving your hands and feet the care they truly deserve.","['Vegan', 'Palm Oil Free', 'Natural', 'Plastic Free', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2024/08/croll-nail-brush-pumice-600x594.jpg,https://www.peacewiththewild.co.uk/product/nail-brush-with-pumice/
"Pure Paleo Soft-Baked Dog Chews – Orange, Almonds & Duck 75g",Denzel's,"['For The Home', 'Pets Supplies', 'Dog Treats']","Treat your furry friend to a pure paleo dog chew that has been soft-baked! Denzel’s dog chews are low sugar, low calorie and made with natural ingredients! These healthy and tasty dog chews are perfect when at home or training. Made with natural linseed, sunflower chips and almonds. Free from artificial additives and grain-free! All Denzel’s dog bites are hypoallergenic and hand-baked in their UK bakery over sustainable wood chip ovens.","['Natural', 'Plastic Free', 'Made In UK']",https://www.peacewiththewild.co.uk/wp-content/uploads/2021/07/denzel-pure-paleo-chews-600x600.jpg,https://www.peacewiththewild.co.uk/product/denzels-pure-paleo-soft-baked-dog-chews-orange-almonds-duck/
Shampoo Bar – Monoi De Tahiti – Dry + Curly Hair,Bain & Savon,"['Haircare', 'All Shampoo', 'Shampoo Bars']","A beautiful shampoo bar scented with Mono De Tahiti oil and blended with moisturising and nourishing ingredients such as sweet almond oil, marshmallow oil and witch hazel extract. This shampoo bar smells incredible and leaves your locks shiny and full of brilliance. Especially good for dry/curly/frizzy hair types. Marshmallow root will leave the hair soft, silky and light, making it ideal to emphasise natural curls and waves. Handmade in the UK by Bain & Savon.","['Vegan', 'Natural', 'Plastic Free', 'Handmade', 'Made In UK']",https://www.peacewiththewild.co.uk/wp-content/uploads/2024/04/bS-monoi-600x600.jpg,https://www.peacewiththewild.co.uk/product/bain-savon-botanical-shampoo-bar-monoi-de-tahiti-60g/
Aloe Vera Mascara – Black 090,ZAO,"['Makeup', 'Eyes', 'Mascaras']","The aloe vera mascara is perfect for building length and volumising your lashes, with it’s incredible staying power, this mascara is perfect for wearing daily and in the evening. This refillable aloe vera mascara in black is made by ZAO, completely natural, certified organic, vegan and cruelty free formula.","['Vegan', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2021/02/ZAO-aloe-vera-mascara-bamboo-090-1-600x594.jpg,https://www.peacewiththewild.co.uk/product/zao-aloe-vera-mascara-black-090/
Micellar Water & Toner – Normal To Dry Skin,Valley Mist,"['Skincare', 'Facial Cleansers']",A gentle and kind cleansing micellar water & toner suited for normal to dry skin. With calming steam distilled English lavender and neroli; skin will feel refreshed and hydrated! Micellar water is a kinder option for your skin when it comes to removing makeup and dirt during your everyday skincare routine.,"['Natural', 'Vegan', 'Handmade', 'Made In UK']",https://www.peacewiththewild.co.uk/wp-content/uploads/2020/10/valley-mist-micellar-water-normal-dry-600x600.jpg,https://www.peacewiththewild.co.uk/product/valley-mist-micellar-water-toner-normal-to-dry-skin/
Turkish Delight Eco Glitter – 8g,Eco Glitter Fun,"['Makeup', 'Glitter']","An exotic and warming mix of pink, silver & gold biodegradable glitter which can be applied to the face, body or even hair.","['Vegan', 'Biodegradable', 'Recyclable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2019/08/biodegradable-glitter-turkish-delight-8g-600x600.jpg,https://www.peacewiththewild.co.uk/product/eco-glitter-turkish-delight-8g/
Breakfast Blend Loose Tea,Peace With The Wild - Refill,"['Food & Drink', 'Tea', 'Loose Tea']","Loose Breakfast Tea Blend is a rich, robust tea is often described as having a bold, malty flavour. Because of its naturally high caffeine content, Breakfast tea is a great way to start your day!","['Plastic Free', 'Natural', 'Vegan']",https://www.peacewiththewild.co.uk/wp-content/uploads/2022/05/loose-tea-breakfast-600x600.jpg,https://www.peacewiththewild.co.uk/product/breakfast-blend-loose-tea/
Plastic Free Green Tea With Mint Tea Bags,Teapigs,"['Food & Drink', 'Tea', 'Tea Bags']","If plain green tea is not for you, try mint & green tea. No compromises on flavour or health benefits, this tea is a powerhouse of antioxidants and minerals. This delicious blend boasts many benefits for your mental and physical wellbeing. A delicate green tea blended with peppermint leaves for that traditional Moroccan experience. Looking after yourself never tasted so good, perfect for when you feel rough on the inside and even worse on the outside; green tea and mint are a great cure-all.","['Plastic Free', 'Natural', 'Vegan']",https://www.peacewiththewild.co.uk/wp-content/uploads/2023/02/teapigs-green-tea-mint-01-600x600.jpg,https://www.peacewiththewild.co.uk/product/plastic-free-green-tea-with-mint-tea-bags/
Recycled Cotton Produce Bag – Large,A Slice of Green,"['On-The-Go', 'Produce Bags', 'Cotton Bags']","Large cotton produce bag with a drawstring closure. A strong, recycled cotton bag, ideal for carrying nuts, pasta, pulses, fruit and veg. Perfect for taking to your grocers or local market.","['Organic', 'Plastic Free', 'Biodegradable', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2024/02/A-Slice-Of-Green-Recycled-Cotton-Produce-Bag-Large-600x600.jpg,https://www.peacewiththewild.co.uk/product/organic-cotton-produce-bag-large/
Nesting Round Containers with Silicone Lids – Tropical Sky – Set of 3,U-Konserve,"['On-The-Go', 'All Lunch Boxes', 'Stainless Steel Lunch Boxes']","Tropical Sky lids (Island Teal, Cosmic Blue and Sunset Orange) can help tell school lunches apart, add some style to your outdoor adventures, and categorize family leftovers and weekend meal prep. This set of 3, made from 304 stainless steel and food-grade silicone, is perfect for snacks of all sizes. With clear lids for easy content visibility, dishwasher-safe design, and tare weight etching for bulk shopping, it’s the ultimate eco-friendly choice. Embrace compact storage, reduce waste, and improve your kitchen experience today!","['Vegan', 'Palm Oil Free', 'Plastic Free', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2023/07/Ukonserve-Nesting-3pk-Tropical-Sky-600x600.jpg,https://www.peacewiththewild.co.uk/product/nesting-round-containers-with-silicone-lids-tropical-sky-set-of-3/
Body Loofah,LoofCo,"['Bathroom', 'Sponges']","Natural body sponge made from the loofah plant. The natural plant fibres exfoliate and remove dead skin cells, leaving your skin soft and smooth. Loofco body loofah is vegan and plastic-free.","['Vegan', 'Natural', 'Plastic Free', 'Biodegradable', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2024/02/loofco-Body-Loofah-600x600.jpg,https://www.peacewiththewild.co.uk/product/loofco-body-loofah/
Natural Deodorant Tin – Lemon & Rosemary,Earth Conscious,"['Skincare', 'Deodorants', 'Deodorant Tins']","Natural vegan lemon and rosemary deodorant by Earth Conscious. Blended with certified organic Shea butter and coconut oil blended with sunflower wax, jojoba oil and bicarbonate of soda with added lemon and rosemary essential oil.","['Vegan', 'Natural', 'Recyclable', 'Plastic Free', 'Handmade', 'Made In UK']",https://www.peacewiththewild.co.uk/wp-content/uploads/2024/02/Eath-Conscious-Lemon-Rosemary-Updated-2-1-600x600.jpg,https://www.peacewiththewild.co.uk/product/natural-deodorant-tin-lemon-rosemary-earth-conscious/
Large Nappy Wet Bags – Ivory Floral,Marley's Monsters,"['Mama & Baby', 'Wet Bags']","Marley’s Monsters large wet bags are perfect for used cloth nappies and wipes while on-the-go. With a leak proof PUL liner inside, printed cotton exterior and a gold metal zip, these wet bags are durable and premium quality. These lined nappy bags can also be used for wet swimwear, cosmetics and toiletries.","['Handmade', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2021/07/marley-monster-nappy-bag-ivory-floral-600x600.jpg,https://www.peacewiththewild.co.uk/product/large-nappy-wet-bags-ivory-floral/
Smoked Chilli Dressing – 250ml,Charlie & Ivy's,['Food & Drink'],"A tasty mildly spiced dressing, perfect drizzled over salads, stirred through chilli and bolognaise sauces, or why not try drizzling on your pizza for an added kick! Also makes a great marinade in the BBQ season. Every flavour filled product still starts its life on our farm, ensuring the highest quality products for you to enjoy. From seed to bottle we know our products inside out, and it’s our aim to keep Britain’s taste buds entertained!","['Palm Oil Free', 'Handmade', 'Made In UK']",https://www.peacewiththewild.co.uk/wp-content/uploads/2024/05/dressing-smoked-600x594.jpg,https://www.peacewiththewild.co.uk/product/smoked-chilli-dressing-250ml/
Vegan Liquid Concealer – Apricot Medium 793,ZAO,"['Makeup', 'Complexion', 'Concealers']","Zao Liquid Concealer leaves the skin looking flawless, smooth and blemish free! Help hide fatigue, minor imperfections and the signs of ageing with this nourishing, skin loving, vegan liquid concealer! Formulated with natural ingredients such as Magnolia extract and organic Aloe Vera. Perfect for correcting undereye circles with an ultra natural finish, with easy application for wearing day or night.","['Vegan', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2021/04/zao-liquid-concealer-793-1-600x600.jpg,https://www.peacewiththewild.co.uk/product/zao-vegan-liquid-concealer-apricot-medium-793/
Natural Bristle Toilet Brush & Holder,Eco Living,"['Bathroom', 'Bathroom Cleaning']","A heavy duty, natural bristle toilet brush with a metal holder. The Eco Living toilet brush is made using sustainable beech wood for the handle and natural Tampico fibre bristles.","['Natural', 'Plastic Free', 'Biodegradable', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2019/08/toilet-brush-holder-small-600x600.jpg,https://www.peacewiththewild.co.uk/product/eco-living-natural-bristle-toilet-brush-and-holder/
Mineral Cooked Powder – Natural Glow 347,ZAO,"['Makeup', 'Cheeks', 'Blush & Bronzers']","Zao cooked powders are perfect for adding a lovely bit of colour to your skin, giving a beautiful warming glow that helps define and shape the face. The powder can be used for that bronzed, sun kissed glow or to contour.","['Vegan', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2021/04/ZAO-mineral-cooked-powder-347-600x594.jpg,https://www.peacewiththewild.co.uk/product/zao-mineral-cooked-powder-natural-glow-347/
Bamboo Cotton Flower Shower Sponge,Croll & Denecke,"['Bathroom', 'Sponges']","The sleek, minimalist design effortlessly complements any décor, making it the perfect addition to elevate your home’s style. Whether you choose the bold, striking dark or the clean, serene light, the Croll & Denecke Bamboo Flower will transform your bathroom into a spa-like sanctuary. Treat yourself to this luxurious piece and experience the perfect blend of beauty and sustainability.","['Vegan', 'Palm Oil Free', 'Natural', 'Plastic Free', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2024/08/croll-bath-flower-600x594.jpg,https://www.peacewiththewild.co.uk/product/bamboo-cotton-flower-shower-sponge/
French Manicure Nail Polish,ZAO,"['Makeup', 'Nails', 'Nail Polish']","This range of Zao nail polish to create the perfect french manicure. Naturally rich in organic silica, this nail hardener is extremely useful for fortifying the nail, it can be used to cure brittle nails and prevent splits. Apply one or two coats of nail polish, depending on the desired effect. For optimum outfit, finalise with the Top coat 636.",['Vegan'],https://www.peacewiththewild.co.uk/wp-content/uploads/2019/09/french-manicure-zao-0-600x600.jpg,https://www.peacewiththewild.co.uk/product/zao-french-manicure-nail-polish/
